name,location,price,country,type,likes,review,bookmark,discount_info
喜來稀肉 Seorae,尖沙咀金巴利道79-81號金栢閣1樓連地下,$101-200,韓國菜,烤肉,116.0,(191 食評),18218,提供網上訂座
雅高·33 Artco． 33,荃灣沙咀道328號寶石大廈地下21號舖,$51-100,意大利菜,酒,155.0,(210 食評),3554,送 25里數 / 30積分
Harlan's,尖沙咀彌敦道100號The ONE 19樓,$401-800,多國菜,浪漫情調,151.0,(265 食評),30266,提供網上訂座
The Food Gallery,尖沙咀北京道8號香港朗廷酒店大堂,$401-800,西式,自助餐,102.0,(192 食評),26431,自助午餐網上訂座7折優惠
胡爐 Wulu,尖沙咀厚福街8號H8 16樓,$201-400,港式,火鍋,163.0,(182 食評),5258,訂座及二人同行每位惠顧滿$200或以上免費送「火焰龍蝦海鮮火鍋」
La Postre,尖沙咀厚福街8號H8地下,$201-400,西班牙菜,甜品/糖水,129.0,(161 食評),6364,全單9折
Gastrobox the Cameron,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,意大利菜,海鮮,115.0,(185 食評),15532,送 25里數 / 30積分
逸之燒 Ichi Grill Shabu Shabu,元朗鳳攸南街9號好順利大廈2座商場地下 57 號舖,$201-400,日本菜,火鍋,120.0,(136 食評),4565,送 25里數 / 30積分
Aldou Cafe,元朗馬田路38號怡豐花園3號地舖,$101-200,多國菜,甜品/糖水,122.0,(143 食評),8590,訂座送白酒忌廉藍青口一份
BOM Cuisine,長沙灣青山道441號地舖,$51-100,葡國菜,酒,119.0,(136 食評),4034,下午七點半前離座八五折優惠
Chez Bistro,銅鑼灣耀華街3號百樂中心21樓,$201-400,西式,西餐廳,165.0,(175 食評),5099,開業兩周年訂座享全單85折優惠
野玩田店 Something Wild - The Farm,尖沙咀河內道18號K11購物藝術館2樓201號舖,$101-200,西式,薄餅,87.0,(141 食評),10877,提供網上訂座
Lava Java 咖啡西餐廳 Lava Java Cafe & Restaurant,觀塘開源道71號王子大廈5樓B室,$101-200,西式,漢堡包,159.0,(202 食評),6084,晚市9折優惠 (加一前消費滿$600)
BRICK LANE,金鐘添美道1號中信大廈4樓404號舖,$101-200,英國菜,甜品/糖水,139.0,(178 食評),7976,送 25里數 / 30積分
白石燒烤 Whitehead Barbecue,馬鞍山馬鞍山白石第1950號,$101-200,港式,燒烤,148.0,(175 食評),2663,送 25里數 / 30積分
卡莎338 Casa 338,長沙灣東京街50號地舖,$51-100,西式,酒,134.0,(171 食評),4208,早場75折優惠
一心素食 O&S,觀塘鴻圖道30號鴻圖樓3樓,$51-100,西式,素食,145.0,(192 食評),6699,送 25里數 / 30積分
Texas Burger,天后電氣道109號地舖,$51-100,西式,漢堡包,214.0,(287 食評),9047,送 25里數 / 30積分
Oldish,上環東街53號地舖,$101-200,英國菜,All Day Breakfast,130.0,(176 食評),13327,送 25里數 / 30積分
洛煮意 Kaylaism,旺角亞皆老街65號新之城地下G20號舖,$51-100,意大利菜,三文治,151.0,(180 食評),2125,送 25里數 / 30積分
塩玉居酒屋 Shiotama,銅鑼灣登龍街28號永光中心10樓,$201-400,日本菜,壽司/刺身,150.0,(165 食評),3414,正價8折 主菜餐牌 晚市早鳥優惠
意粉狂熱 Pastaholic,旺角彌敦道639號雅蘭中心2樓208號舖,$101-200,意大利菜,薄餅,118.0,(157 食評),7163,飲品買一送一優惠(價值$38或以下之飲品)
The Oyster House,灣仔謝斐道154號地下C號舖,$201-400,意大利菜,海鮮,177.0,(216 食評),12046,新鮮生蠔六折優惠 - 每位客人必須惠顧兩杯以上紅/白/汽酒
小桃咖啡室 Little Tomato Cafe,銅鑼灣波斯富街83號波斯富大廈2樓D室,$101-200,西式,咖啡店,174.0,(198 食評),3083,送 25里數 / 30積分
Yummy,旺角廣華街48號地下,$201-400,西式,甜品/糖水,119.0,(136 食評),2367,訂座每位惠顧任何飲品，全單9折優惠。
To-Gather Cafe,旺角洗衣街39-55號金雞廣場19樓15-17室,$101-200,多國菜,藥膳,123.0,(140 食評),3974,送 25里數 / 30積分
喜來稀肉 Seorae,旺角廣華街3號百利達廣場地庫,$101-200,韓國菜,烤肉,82.0,(124 食評),13501,訂座享9折優惠
圃公館 Dining House,灣仔皇后大道東387-397號帝盛酒店1樓,$201-400,粵菜 (廣東),火鍋,170.0,(194 食評),5610,送 25里數 / 30積分
Oggi,天后水星街9號地下B舖,$101-200,意大利菜,西式,126.0,(138 食評),2547,送 25里數 / 30積分
Uptop Bistro and Bar,尖沙咀漆咸道南117號珀薈酒店19樓,$201-400,西式,沙律,96.0,(134 食評),10577,網上訂座享晚市指定時段(星期一至四) 75折
Little Break Coffee & Kitchen,荔枝角長義街9號D2 Place一期地下G03舖,$101-200,西式,All Day Breakfast,107.0,(179 食評),9726,送 25里數 / 30積分
Odelice!,尖沙咀彌敦道100號The ONE4樓L407號舖,$101-200,法國菜,法國菜,114.0,(153 食評),6096,送 25里數 / 30積分
February,觀塘駿業街56號中海日升中心2樓A號舖,$101-200,德國菜,西餐廳,157.0,(187 食評),4860,送 25里數 / 30積分
尖沙咀凱悅酒店咖啡廳 Cafe (Hyatt),尖沙咀河內道18號香港尖沙咀凱悅酒店大堂樓層,$401-800,多國菜,自助餐,156.0,(242 食評),16473,全單7折
泰廳 Thai Ten,元朗青山公路元朗段234-242號福德樓地下5號舖,$51-100,泰國菜,泰國菜,114.0,(137 食評),2688,泰廳送你蒜蓉焗青口 （5件）
Anchor’s Seafood and Beer House,荃灣油柑頭青山公路汀九段123號汀蘭居地下,$201-400,西式,海鮮,94.0,(242 食評),28863,提供網上訂座
牛石料理 Gyuseki Japanese Restaurant,九龍城福佬村道51號地下,$201-400,日本菜,海鮮,135.0,(144 食評),3542,送 25里數 / 30積分
WIRED CAFE,尖沙咀彌敦道 118 -130號美麗華廣場二期低層地下B169 號舖,$101-200,日本菜,甜品/糖水,138.0,(256 食評),14525,正價8折 單點餐牌
616十二味,銅鑼灣謝斐道391-407號新時代中心地下C號舖,$101-200,港式,火鍋,97.0,(119 食評),6430,送 25里數 / 30積分
飲茶 Yum Cha,旺角亞皆老街8號朗豪坊4樓7號舖,$101-200,粵菜 (廣東),點心,82.0,(163 食評),10404,送 25里數 / 30積分
水木日本料理 Mizuki Japanese Restaurant,灣仔譚臣道13-15號萬利中心2樓,$201-400,日本菜,壽司/刺身,129.0,(143 食評),4665,送 25里數 / 30積分
泰邊爐 Thai Bin Lo,旺角彌敦道628號瓊華中心9樓,$101-200,泰國菜,火鍋,129.0,(161 食評),5272,送 25里數 / 30積分
為食仔海鮮火鍋專門店 Hungry Boy,旺角白布街4號地舖,$201-400,川菜 (四川),火鍋,114.0,(190 食評),9505,提供網上訂座
Outdark,尖沙咀厚福街8號H8 17樓,$101-200,韓國菜,韓式炸雞,95.0,(143 食評),13335,指定時段訂座可享全單9折優惠 或 學生可享85折優惠
Scarlett Cafe & Wine Bar,尖沙咀柯士甸路2號地舖,$201-400,法國菜,法國菜,93.0,(142 食評),12352,單點食品及飲品5折優惠
616麥子,尖沙咀赫德道4號The Hart 1樓,$101-200,港式,火鍋,157.0,(180 食評),4684,送 25里數 / 30積分
紅館 Rare Restaurant,中環擺花街9號地舖及地庫,$101-200,意大利菜,法國菜,98.0,(106 食評),3332,送 25里數 / 30積分
德國餐廳 Das Bier,大埔翠怡街3號翠怡花園C座地下19號舖,$101-200,德國菜,德國菜,114.0,(136 食評),3879,送 25里數 / 30積分
Pizza Piazza,荔枝角長沙灣道883號億利工業中心地下1A舖,$101-200,意大利菜,薄餅,135.0,(159 食評),4872,全單9折
金寶泰國菜館 Cambo Thai Restaurant,九龍城衙前塱道25號,$101-200,泰國菜,海鮮,118.0,(150 食評),2748,送 25里數 / 30積分
La Bo La,灣仔皇后大道東200號利東街地下G02-03號舖,$201-400,越南菜,粉麵/米線,108.0,(153 食評),5877,餐廳優惠月: 網上訂座以$78享Tapas 套餐
牛精皇 Niu Jing Wong,九龍城福佬村道60號地下,$201-400,港式,火鍋,151.0,(164 食評),3630,送 25里數 / 30積分
香港郵意 Postcollectionhk Cafe,尖沙咀漆咸道南61-65號首都廣場2樓80-82號舖,$51-100,多國菜,甜品/糖水,157.0,(237 食評),6644,訂座消費滿$350送Movenpick配心太軟
LA Creperie,灣仔皇后大道東100-102號鉅芝樓1樓,$101-200,法國菜,甜品/糖水,159.0,(236 食評),16100,提供網上訂座
616七桌子,"紅磡民泰街27-47號黃埔新邨J,K,L座地下B2號舖",$101-200,港式,火鍋,116.0,(122 食評),1778,全單88折
616牛肉火鍋專門店,大埔翠怡街3號翠怡花園B座地下18號舖,$101-200,港式,火鍋,96.0,(108 食評),4071,送 25里數 / 30積分
湘聚小廚 Jiang's Hunan chef,西環日富里13號富基大廈地舖,$51-100,湘菜 (湖南),中菜館,137.0,(157 食評),3735,送 25里數 / 30積分
木槿花韓牛專門店 Mugung Hanwoo Beef Specialist,中環士丹頓街33號地舖,$201-400,韓國菜,韓燒,118.0,(158 食評),6894,送 25里數 / 30積分
The Optimist,灣仔軒尼詩道239號地下至2樓,$201-400,西班牙菜,酒,47.0,(71 食評),15642,送 25里數 / 30積分
Mr. Right,元朗西菁街23號富達廣場地下32-39號舖,$101-200,意大利菜,海鮮,119.0,(157 食評),4647,送 25里數 / 30積分
瀧 Tempura Taki,中環威靈頓街33號The Loop 8樓,$401-800,日本菜,壽司/刺身,110.0,(122 食評),2539,送 25里數 / 30積分
Jan Jan 串揚專門店 Jan Jan Kushikatsu,灣仔皇后大道東100號2樓,$201-400,日本菜,串燒,80.0,(101 食評),11185,送 25里數 / 30積分
BRICK LANE,銅鑼灣禮頓道111號利園第六期地下G01號舖,$101-200,英國菜,無肉餐單,86.0,(113 食評),4318,送 25里數 / 30積分
Stormies,元朗元龍街9號形點一期地下G005號舖,$101-200,美國菜,烤肉,58.0,(100 食評),11358,送 25里數 / 30積分
翠林辣蟹舫 Greenland Spicy Crab,尖沙咀亞士厘道24-38號天星大廈1樓A號舖,$101-200,粵菜 (廣東),海鮮,114.0,(130 食評),4558,訂購避風塘炒蟹即送你避風塘鮑魚每人一隻-（每日送完即止）
喜來稀肉 Seorae,銅鑼灣登龍街41-51號金龍大廈地下3號舖及1樓,$101-200,韓國菜,烤肉,67.0,(92 食評),11170,提供網上訂座
The Americano,荔枝角長沙灣道883號億利工業中心1樓12室,$101-200,西式,咖啡店,135.0,(196 食評),5342,正價8折 單點餐牌
丼瀛 J-City,佐敦廟街188號地舖,$101-200,日本菜,壽司/刺身,112.0,(134 食評),4405,全單9折
火鍋撚 Hot Pot Land,中環雲咸街46-48號雲明行3樓,$201-400,港式,火鍋,79.0,(99 食評),8549,送 25里數 / 30積分
616牛肉火鍋專門店,西環皇后大道西384-386號三多大樓地下A號舖,$101-200,港式,火鍋,89.0,(101 食評),3431,全單9折
泰道 Thai Dao,西貢大網仔路沙下村9號地舖,$201-400,泰國菜,海鮮,86.0,(99 食評),4060,送 25里數 / 30積分
明閣 Ming Court,旺角上海街555號香港康得思酒店6樓,$401-800,粵菜 (廣東),燒臘,228.0,(319 食評),11883,送 25里數 / 30積分
LAB EAT Restaurant & Bar,旺角彌敦道700號T.O.P. This is Our Place 5樓502號舖,$201-400,西式,海鮮,94.0,(125 食評),7885,訂座享75折優惠
浪人日本料理 Ronin Japanese Cuisine,中環威靈頓街2-8號威靈頓廣場M88 6樓,$201-400,日本菜,壽司/刺身,113.0,(136 食評),7547,晚市九折優惠
Amina Modern European,尖沙咀廣東道82-84號流尚坊8樓全層,$401-800,意大利菜,Fine Dining,114.0,(122 食評),2781,"10月特別優惠: 訂座享晚餐85折 8 Course, 9 Course or Wine Pairing Set Menu 及 $198半打生蠔優惠"
小糖鈕 Sweet Button,尖沙咀堪富利士道6-6A號3樓,$51-100,西式,甜品/糖水,93.0,(107 食評),2243,訂座享88折優惠
Dorsett Café,葵涌健全街28號地舖,$101-200,西式,西式,8.0,(19 食評),610,訂座可享5折優惠
Running 燒 Running BBQ,旺角彌敦道726號9樓,$201-400,韓國菜,自助餐,388.0,(446 食評),22786,7折優惠（21:30後入座）
蠔站 O S Plus,將軍澳唐德街9號將軍澳中心1樓163B舖,$201-400,西式,海鮮,24.0,(64 食評),3012,正價7折 主菜餐牌 正價貨品
Bostonian Seafood & Grill,尖沙咀北京道8號香港朗廷酒店低層大堂,$401-800,多國菜,海鮮,142.0,(186 食評),10720,正價75折 單點餐牌
尚廚 The Chef's Table,將軍澳唐德街3號香港九龍東皇冠假日酒店1樓,$201-400,多國菜,自助餐,46.0,(148 食評),15545,星期一至五訂座享自助午及晚餐75折優惠
黃記煌三汁燜鍋,尖沙咀加拿分道16號金輝大廈1樓,$101-200,京菜 (官府菜),火鍋,70.0,(89 食評),2946,訂座享午市及宵夜時段75折優惠
鷹巢 Eagle's Garden,旺角豉油街2號香港旺角希爾頓花園酒店2樓,$201-400,粵菜 (廣東),點心,40.0,(53 食評),3039,星期一至四訂座可享75折優惠
大勝丼 Daikatsu Don,旺角彌敦道594-596號旺角新城5樓,$101-200,日本菜,壽司/刺身,48.0,(60 食評),2450,午市全單75折，全日免加一
LCB express,銅鑼灣駱克道487-489號駱克駅3樓,$101-200,西式,沙律,10.0,(14 食評),1157,全單75折
7E咖喱王 Khyber Pass Mess Club,尖沙咀彌敦道36-44號重慶大廈E座7樓E2室,$51-100,印度菜,咖喱,204.0,(298 食評),4279,正價8折 單點餐牌
心選 Choice Cafe,旺角豉油街21號昌記大廈2樓B號舖,$51-100,西式,All Day Breakfast,70.0,(86 食評),2244,訂座享8折優惠
蠔站 Oyster Station,大角咀詩歌舞街83號亮賢居地下一號舖,$201-400,西式,海鮮,34.0,(57 食評),3964,8折 (消費滿HK$500)
星幕 Cielo,將軍澳唐德街3號香港九龍東皇冠假日酒店47樓,$101-200,美國菜,扒房,21.0,(59 食評),5622,星期一至四訂座及惠顧午餐及晚市自選菜譜可享8折優惠
捌壹壹 811 Sichuan Cuisine,旺角奶路臣街33號地下F號舖,$101-200,川菜 (四川),火鍋,61.0,(64 食評),623,全單8折
酒廊 The Lounge,赤鱲角香港國際機場航天城東路1號香港天際萬豪酒店大堂,$101-200,西式,酒吧,8.0,(13 食評),208,訂座享8折優惠
Indian Spices,西環高街72號地下10號舖,$101-200,印度菜,薄餅,5.0,(7 食評),139,正價8折 單點餐牌
Cafe R&C,銅鑼灣希雲街22-24號地舖,$101-200,西式,咖啡店,99.0,(190 食評),13261,全單85折
相馬日式火鍋 Soma Shabu Shabu,觀塘成業街10號電訊一代廣場1樓B2號舖,$101-200,日本菜,火鍋,62.0,(105 食評),7842,相馬日式火鍋-最後召集75折優惠
Namo Avant Thai Restaurant,"尖沙咀麼地道68號帝國中心G2-4,18-22號舖",$201-400,泰國菜,酒吧,74.0,(104 食評),6664,訂座享全日堂食85折優惠
Insta Crepes,中環蘇豪伊利近街63號地舖,$51-100,法國菜,甜品/糖水,27.0,(37 食評),3998,正價85折 單點餐牌
霸王川莊 Sichuan House,元朗元龍街9號形點一期2樓2041號舖,$101-200,川菜 (四川),中菜館,29.0,(59 食評),2213,訂座享75折優惠
Sushi Sora,尖沙咀柯士甸路3號富好中心地舖,$401-800,日本菜,壽司/刺身,40.0,(44 食評),913,正價8折 單點餐牌
居食屋「和民」 Watami Japanese Casual Restaurant,觀塘觀塘道414號1亞太中心2樓203號舖,$101-200,日本菜,壽司/刺身,21.0,(70 食評),1939,訂座可享主餐牌85折 (須惠顧主餐牌滿$200)
Are U Labeler,何文田梭椏道25A地舖,$51-100,西式,咖啡店,16.0,(24 食評),796,早一小時訂座（本咖啡店不設服務費）
Tamarind Pan-Asian Restaurant & Bar,灣仔港灣道30號新鴻基中心2樓,$201-400,越南菜,酒,18.0,(33 食評),2771,訂座享全日堂食85折優惠
貝爾特酒廊 pentalounge,屯門震寰路6號香港屯門貝爾特酒店1樓,$101-200,港式,酒店餐廳,10.0,(20 食評),1029,網上訂座可享全日食品85折優惠
Cubus 28,銅鑼灣開平道1號Cubus 28樓,$101-200,粵菜 (廣東),酒吧,,,29,全單85折
BABY K Bora Seafood,尖沙咀河內道18號K11購物藝術館3樓314號舖,$101-200,意大利菜,海鮮,50.0,(79 食評),3215,訂坐可享全單88折優惠 (只限現金付款)
小欖燒烤樂園 BBQ by the Beach,屯門青山公路小欖段DD384 LOT253,$101-200,港式,燒烤,121.0,(199 食評),1944,星期一至日訂座可享燒烤入場費5折優惠
The Balcony,中環皇后大道中118號3樓,$201-400,日本菜,西式,70.0,(80 食評),2203,全單85折
Tipsy Restaurant & Bar,大坑銅鑼灣道98號1樓,$201-400,多國菜,酒,43.0,(48 食評),2660,訂座享食品9折優惠
Plato Cafe & Bistro,佐敦吳松街186-188號地舖,$101-200,西式,甜品/糖水,104.0,(106 食評),2824,全單9折
Deer Kitchen,觀塘興業街4號The Wave 6樓 01室,$101-200,意大利菜,酒,29.0,(37 食評),825,全單9折
簡·愛 G·eyre Organic Fusion Bar,灣仔軒尼詩道69號華美樓地下,$101-200,西式,沙律,14.0,(18 食評),1582,訂座享9折優惠
The Boil Restaurant & Bar,中環雲咸街29號LKF 29 地下和1樓,$201-400,美國菜,海鮮,11.0,(20 食評),411,全單9折
糖果工房 Sugar Factory Cafe,旺角登打士街36號恆威商業中心13樓,$51-100,日本菜,甜品/糖水,7.0,(8 食評),325,單點主菜、小食、甜品6折優惠（飲品除外）
Marco's Oyster Bar & Grill,半山羅便臣道30-32號寶時大廈地舖,$201-400,意大利菜,意大利菜,3.0,(3 食評),124,全單9折
億饍 Multi Taste,旺角彌敦道558-560號譽發廣場4樓,$101-200,粵菜 (廣東),湯品,280.0,(330 食評),6884,"生日快樂,免費送蛋糕(5人 以上)或白酒一支(9人以上)"
金蘭花泰國餐廳 Sawali Club,銅鑼灣怡和街22號3樓,$101-200,泰國菜,泰國菜,130.0,(147 食評),4292,網上訂座消費滿 $250 可享九折優恵
Rosie's Cafe by cafe company,沙田沙田正街18號新城市廣場第三期3樓A305號舖,$101-200,西式,咖啡店,84.0,(206 食評),8582,全單85折
稻成小館 Dab-pa Peking & Szechuan Bistro,屯門屯隆街3號屯門市廣場一期2樓2162號舖,$101-200,川菜 (四川),中菜館,76.0,(113 食評),2004,訂座享二人套餐半價優惠 (原價$680減至$340)
品越越式料理 La'taste Vietnamese Cuisine,旺角彌敦道639號雅蘭中心1樓116號舖,$51-100,越南菜,粉麵/米線,118.0,(200 食評),6441,訂座可享指定二人套餐半價優惠
相馬日式火鍋 Soma Shabu Shabu,荔枝角長義街10號昌隆工業大廈1樓B-C舖,$101-200,日本菜,火鍋,84.0,(104 食評),2437,最後召集75折優惠
Involtini Italian Cuisine,銅鑼灣駱克道459-461號 The L. Square 11樓,$201-400,意大利菜,西式糕點,55.0,(64 食評),8661,Italy environment tasting menu discount -$200
The Mafe Cafe,旺角彌敦道577號高氏大樓3樓A-B室,$51-100,西式,甜品/糖水,98.0,(107 食評),1083,訂座可享95折優惠
焰淑泰國餐廳 Imsook Thai Kitchen,銅鑼灣登龍街18號V Point地下1號舖,$101-200,泰國菜,私房菜,96.0,(105 食評),1817,訂座送泰式生蝦或甜品拼盤優惠
Hugo Le Resto Grill,銅鑼灣怡和街42-44號華人銀行東區大廈2樓,$201-400,西式,海鮮,64.0,(77 食評),2038,午市自助沙律吧買一送一
鹽澤 Shiozawa Teppanyaki Restaurant,銅鑼灣耀華街38號Zing! 28-29樓,$401-800,日本菜,鐵板燒,31.0,(45 食評),2952,2人或以上可享8折優惠
La Cobi Restaurant & Tapas,灣仔麥加力歌街13號地舖,$201-400,西班牙菜,海鮮,40.0,(51 食評),1635,夏日折扣 (食物消費滿HKD $500可享85折)
Amber’s Table,紅磡黃埔新天地百寶坊(第3期)地下G27號舖,$101-200,西式,Fine Dining,29.0,(36 食評),2033,"憑劵10月生日的朋友出示身份證前來用餐,可免費獲得指定甜品一客"
浦和日本料理 Urawa Japanese Restaurant,上環德輔道中244-252號東協大廈地下及地庫,$201-400,日本菜,壽司/刺身,63.0,(125 食評),4769,午市訂座可享88折優惠
橫浜街場,旺角彌敦道726號7樓,$201-400,港式,火鍋,25.0,(29 食評),713,全時段優惠大放送
金蘭花泰國菜 Sawali Club,灣仔軒尼詩道18-20號永昌大廈2樓,$101-200,泰國菜,泰國菜,60.0,(94 食評),5060,"OpenRice會員專享優惠 (凡消費滿$250, 即可享全單9折優惠)"
Urban Café,旺角彌敦道566-568A號僑建大廈2樓,$50以下,多國菜,果汁,22.0,(23 食評),890,全單8折
龍圖閣海鮮飯店 Fresh Seafood Restaurant,尖沙咀漆咸道南17-19號帝后廣場1樓,$101-200,粵菜 (廣東),海鮮,31.0,(52 食評),2087,本地龍蝦 (大約10 両）或正宗川式香辣蟹 （大約1斤）
KonFusion Restaurant and Bar,上環皇后大道西42-56號賴恩樓地下B號舖,$101-200,意大利菜,薄餅,10.0,(10 食評),455,惠顧兩客主菜可享免費薄餅或意粉一客
稻成京川滬 Dab-pa Modern Chinese Cuisine,葵芳興芳路223號新都會廣場4樓413-416號舖,$101-200,京川滬,中菜館,7.0,(20 食評),894,凡惠顧8/10/12人餐 每席即減$200 及 惠顧松子黃花魚 即減$100
Nomads,尖沙咀金巴利道53-59號地下A室,$201-400,蒙古菜,薄餅,27.0,(53 食評),2471,買三送一優惠
Amplifier Restaurant,大圍積福街72號地下D號舖,$101-200,西式,All Day Breakfast,6.0,(11 食評),620,餐廳優惠月: 網上訂座以$68享Tapas 套餐
Tivo,中環雲咸街43-45號地下D及E舖,$101-200,意大利菜,酒,13.0,(20 食評),1437,餐廳優惠月: 網上訂座以$88享Tapas 套餐
The Lounge by The Big Bite,灣仔堅尼地道74號竹林苑5樓,$51-100,西式,多國菜,1.0,(1 食評),17,餐廳優惠月: 網上訂座以$80享Tapas 套餐
Starry Night,大角咀博文街8號地舖,$101-200,多國菜,多國菜,82.0,(93 食評),1990,正價9折 主菜餐牌 和飲品
Vision 8,荃灣兆和街34號永安樓地舖,$201-400,意大利菜,西式,321.0,(391 食評),9853,送 25里數 / 30積分
榮哥廚房私房菜,觀塘觀塘道436-484號官塘工業中心3期4樓L室,$201-400,粵菜 (廣東),中菜館,203.0,(224 食評),7422,送 25里數 / 30積分
飲茶 Yum Cha,中環德輔道中173號南豐大廈2樓1-2號舖,$101-200,粵菜 (廣東),點心,104.0,(186 食評),16723,送 25里數 / 30積分
金樂軒雞煲魚鍋,北角和富道114號康華大廈地下C3號舖,$101-200,川菜 (四川),火鍋,152.0,(162 食評),2311,全單9折
正宗水上人蒸氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,尖沙咀加拿分道49號地下,$201-400,粵菜 (廣東),火鍋,194.0,(227 食評),7615,送 25里數 / 30積分
壹玖捌叁 Hong Kong Cuisine,跑馬地載德街2-4號1樓,$201-400,粵菜 (廣東),山珍海味,146.0,(159 食評),5318,提供網上訂座
Café Crêpe,中環威靈頓街15B號地舖,$51-100,法國菜,All Day Breakfast,94.0,(115 食評),3074,送 25里數 / 30積分
丼瀛 J-City,觀塘巧明街109號榮昌工業大廈5樓A室,$101-200,日本菜,壽司/刺身,107.0,(157 食評),4405,送 25里數 / 30積分
Layback Cafe & Bar,尖沙咀加連威老道41號C-D嘉威大厦4樓B室,$101-200,多國菜,漢堡包,92.0,(110 食評),3818,送 25里數 / 30積分
Mirror & Vegan Concept,中環皇后大道中118號9樓,$101-200,意大利菜,素食,82.0,(94 食評),3291,送 25里數 / 30積分
Westwood Carvery,中環蘭桂坊和安里2號地舖,$201-400,美國菜,酒,90.0,(111 食評),7559,送 25里數 / 30積分
李好味 Lee Lo Mei,中環擺花街8號地下及1樓,$201-400,港式,中菜館,39.0,(73 食評),12574,送 25里數 / 30積分
Springfields,中環擺花街11號地鋪,$51-100,法國菜,甜品/糖水,86.0,(100 食評),4098,送 25里數 / 30積分
Porterhouse,中環蘭桂坊德己立街30-32號加州大廈7樓,$201-400,澳洲菜,扒房,57.0,(89 食評),11887,送 25里數 / 30積分
北京老家 Beijing Home,灣仔皇后大道東183號合和中心7樓704及8樓802號舖,$101-200,京菜 (官府菜),湯品,97.0,(111 食評),2853,提供網上訂座
湘蜀人家 Xiangshu Restaurant,灣仔莊士敦道181號大有廣場2樓218號舖,$101-200,川菜 (四川),中菜館,72.0,(97 食評),6105,送 25里數 / 30積分
Moreish & Malt,紅磡蕪湖街83號逸‧酒店1樓,$101-200,美國菜,漢堡包,91.0,(107 食評),2207,送 25里數 / 30積分
好日咖啡店 GoodDay Cafe,銅鑼灣希雲街12號地舖,$51-100,港式,三文治,77.0,(92 食評),5492,訂座享指定時段8折
La Parole,上環文咸東街22-26號柏廷坊3樓,$201-400,法國菜,社企餐廳,153.0,(192 食評),9022,送 25里數 / 30積分
Oyster Cove,尖沙咀嘉蘭圍3號地下5-6舖,$101-200,西式,海鮮,82.0,(89 食評),3686,送 25里數 / 30積分
壹壹漁一 One One Fish One,大角咀大角咀道88號旺角帝盛酒店2樓,$101-200,多國菜,火鍋,89.0,(99 食評),2654,送 25里數 / 30積分
Kudos,銅鑼灣禮頓道8號香港銅鑼灣皇冠假日酒店1樓,$401-800,西式,自助餐,94.0,(182 食評),17310,送 25里數 / 30積分
八鍋堂．中日火鍋專門店 Hachi Nabe,旺角西洋菜街1號兆萬中心3樓301號舖,$201-400,港式,火鍋,125.0,(142 食評),1652,提供網上訂座
天外天 Above & Beyond,尖沙咀科學館道17號唯港薈28樓,$401-800,粵菜 (廣東),點心,90.0,(165 食評),7468,提供網上訂座
