name,location,price,country,type,likes,review,bookmark,discount_info
MoMo Café,沙田安平街1號香港沙田萬怡酒店,$401-800,多國菜,自助餐,74.0,(154 食評),11034,送 25里數 / 30積分
Verde MAR,灣仔大王東街24號地下,$201-400,西式,海鮮,122.0,(162 食評),7359,送 25里數 / 30積分
Chelsea Garden & Restaurant,佐敦柯士甸道7號UQ Place 4樓,$201-400,西班牙菜,地中海菜,72.0,(79 食評),3059,送 25里數 / 30積分
麥田廚房 Wheatfield Kitchen,銅鑼灣邊寧頓街13-15號2樓,$51-100,俄國菜,樓上cafe,108.0,(125 食評),4679,送 25里數 / 30積分
朝花夕拾 ZhaoHuaXiShi,尖沙咀河內道18號K11購物藝術館2樓201B號舖,$101-200,日本菜,All Day Breakfast,39.0,(88 食評),8106,送 25里數 / 30積分
象泰 Jaunty Restaurant,屯門屯門鄉事會路112-140號雅都花園1樓商場118-127號舖,$51-100,泰國菜,泰國菜,70.0,(107 食評),1644,送 25里數 / 30積分
FUMI,中環德己立街30-32號加州大廈6樓,$401-800,日本菜,壽司/刺身,93.0,(103 食評),5650,送 25里數 / 30積分
鮨見 Sushi mi,尖沙咀亞士厘道18號2樓,$201-400,日本菜,壽司/刺身,67.0,(75 食評),1492,送 25里數 / 30積分
My Day,尖沙咀彌敦道132號美麗華廣場一期食四方6樓601號舖,$201-400,西式,自助餐,91.0,(123 食評),3117,送 25里數 / 30積分
Beerliner German Bar & Restaurant,大角咀海泓道1號奧海城三期地下G18號舖,$201-400,德國菜,適合大夥人,104.0,(172 食評),8500,主菜買一送一優惠
御品·千之味 Oi-Shi-Sushi,深水埗荔枝角道390號C號地舖,$51-100,日本菜,壽司/刺身,117.0,(149 食評),1967,送 25里數 / 30積分
圃鍋 The Pot House,灣仔軒尼詩道314-324號 W Square 4樓,$201-400,日本菜,火鍋,88.0,(102 食評),2768,送 25里數 / 30積分
Little Mario’s Pizzeria,觀塘開源道60號駱駝漆大廈3座4樓U01室,$101-200,意大利菜,薄餅,62.0,(73 食評),1307,送 25里數 / 30積分
"The Italian Club - Wine Bar, Steak House & Pizza Gourmet",中環蘇豪伊利近街1-5號地舖,$201-400,意大利菜,酒,83.0,(94 食評),1942,送 25里數 / 30積分
灣景廳 Harbour Restaurant,灣仔港灣道4號灣景國際1樓,$201-400,西式,自助餐,93.0,(171 食評),14583,送 25里數 / 30積分
Emporio Antico,灣仔軒尼詩道239號18樓,$201-400,多國菜,Fine Dining,64.0,(73 食評),1540,提供網上訂座
功德林上海素食 Kung Tak Lam Shanghai Vegetarian Cuisine,銅鑼灣告士打道280號世貿中心10樓,$101-200,滬菜 (上海),素食,139.0,(193 食評),3562,送 25里數 / 30積分
牛気 Nabe Urawa,銅鑼灣軒尼詩道500號希慎廣場14樓L1404-1405號舖,$101-200,日本菜,火鍋,54.0,(71 食評),5939,送 25里數 / 30積分
新記雞粥 Sun Kee Chicken Congee,筲箕灣筲箕灣道307號地下及1樓,$51-100,港式,粥品,66.0,(91 食評),1459,送 25里數 / 30積分
Maison ES,灣仔星街1A號地舖 (入口位於電氣街),$401-800,法國菜,法國菜,58.0,(94 食評),6715,提供網上訂座
京.花朝 Fat Duck Den Chinese Cuisine,銅鑼灣耀華街3號百樂中心9樓,$101-200,京菜 (官府菜),中菜館,42.0,(64 食評),4457,送 25里數 / 30積分
石牆道韓國餐廳 Dol Dam Gil Korean Restaurant,尖沙咀金巴利道27-33號永利大廈地下20及22號舖,$201-400,韓國菜,烤肉,84.0,(145 食評),5408,送 25里數 / 30積分
Pinot Duck,赤柱佳美道23號赤柱廣場地下G07號舖,$101-200,多國菜,酒,80.0,(101 食評),2619,送 25里數 / 30積分
鳳雛燉雞 Bongchu Jjimdak,旺角彌敦道726號10樓,$101-200,韓國菜,韓國菜,56.0,(93 食評),3866,送 25里數 / 30積分
Fang Fang,中環蘭桂坊雲咸街33號LKF Tower 8樓,$401-800,多國菜,酒吧,60.0,(72 食評),2228,送 25里數 / 30積分
Aberdeen Street,中環蘇豪鴨巴甸街41-49號金豪大廈地下1號舖,$201-400,法國菜,酒,69.0,(79 食評),3594,送 25里數 / 30積分
來佬餐館 Loyal Dining,灣仔杜老誌道5號地下至1樓,$101-200,港式,無肉餐單,25.0,(38 食評),4628,來佬推介扒類套餐85折優惠
三川居酒屋 Sansen Japanese Bar and Restaurant,銅鑼灣軒尼詩道499號永光商業大廈地庫,$101-200,日本菜,壽司/刺身,142.0,(156 食評),2022,送 25里數 / 30積分
韓讚 Zzang,銅鑼灣渣甸街66號Aura on Pennington 2樓,$101-200,韓國菜,火鍋,45.0,(64 食評),2827,"下午茶時段主餐牌 ""半價"""
施心畢老撾餐廳 Sisombath Restaurant,中環威靈頓街98號翡翠中心4樓,$51-100,越南菜,泰國菜,87.0,(102 食評),2546,送 25里數 / 30積分
滿樂潮州 Moon Lok Chiu Chow,東涌達東路20號東薈城名店倉地下22號舖,$101-200,潮州菜,中菜館,48.0,(63 食評),1081,送 25里數 / 30積分
Amazing,油麻地九龍窩打老道23號城景國際大堂,$101-200,泰國菜,咪嘥嘢食店,41.0,(63 食評),5667,2位或以上預訂Amazing 桃芒蜜語·下午茶自助餐，可享9折優惠
Villa Villa,大角咀埃華街88-102號大全樓地下B及D號舖,$101-200,西式,薄餅,61.0,(69 食評),1299,十月份優惠
Mr. Korea BBQ,尖沙咀柯士甸道140-142號瑞信集團大廈一樓,$201-400,韓國菜,烤肉,57.0,(81 食評),7525,全單8折
城市匯 Urban Park,尖沙咀加連威老道20-22號瑞生尖沙咀酒店4樓,$201-400,西式,扒房,44.0,(83 食評),7926,星期日至星期四下午六時後下午六時後 之訂座可享8折優惠
Kampoeng,銅鑼灣糖街1-5號銅鑼灣商業大廈地庫,$51-100,印尼菜,湯品,45.0,(53 食評),727,送 25里數 / 30積分
松屋 Matsuya Dessert & Restaurant,西環西營盤第三街142-150號仁信大廈地下F號舖,$50以下,日本菜,甜品/糖水,40.0,(44 食評),1536,送 25里數 / 30積分
叄嵐日本燒鳥串燒居酒屋 Arashi-Sann Japanese Restaurant and Bar,灣仔安樂里地下D舖,$101-200,日本菜,串燒,49.0,(60 食評),1398,訂座消費送清酒(消費滿$350)
丼吉日本吉列專門店餐廳 Tonkichi Tonkatsu Seafood,尖沙咀彌敦道100號The ONE 4樓L401舖,$201-400,日本菜,同客食飯,84.0,(116 食評),4281,送 25里數 / 30積分
Bistro Du Vin,西環堅尼地城爹核士街1號地下D號舖,$201-400,法國菜,法國菜,64.0,(97 食評),8207,送 25里數 / 30積分
Anjappar Chettinad Indian Restaurant,尖沙咀寶勒巷3-7A號萬事昌廣場2樓202號舖,$101-200,多國菜,多國菜,71.0,(76 食評),256,送 25里數 / 30積分
DK Bar & Restaurant,尖沙咀金巴利道40號MW Plaza 2樓,$51-100,多國菜,酒吧,41.0,(43 食評),415,正價6折 單點餐牌
Gastrobox by Okapi Cafe,西貢萬年街67號,$101-200,意大利菜,西式,38.0,(66 食評),2391,主餐牌單點食品六五折優惠
蠔站 OS Plus,荃灣楊屋道1號荃新天地一期上層地下UG41號舖,$201-400,西式,海鮮,27.0,(66 食評),3536,正價7折 主菜餐牌  消費滿$500
享慢煮意 Fast Gourmet,中環善慶街9號地舖,$51-100,多國菜,All Day Breakfast,28.0,(36 食評),2153,正價7折 單點餐牌
蠔站 Oyster Station,中環蘭桂芳15-16號協興大廈6樓,$201-400,西式,海鮮,10.0,(17 食評),2167,網上訂座享下午指定時段七折優惠
FRITES Belgium on Tap,中環威靈頓街198號The Wellington 1樓,$201-400,比利時菜,比利時菜,101.0,(132 食評),8567,訂座75折優惠 (適用於2:30 – 4:45pm)
嚐味 Gusto Restaurant,荃灣青山公路荃灣段398號愉景新城2樓L2-2030號舖,$51-100,港式,粉麵/米線,8.0,(42 食評),281,訂座可享主餐牌8折優惠
居食屋「和民」 Watami Japanese Casual Restaurant,銅鑼灣告士打道311號皇室堡4樓401號舖,$101-200,日本菜,壽司/刺身,78.0,(118 食評),2662,訂座可享主餐牌85折 (須惠顧主餐牌滿$300)
饗和民 KYO Watami,太古康山道1-2號康怡廣場北座地下G7-G8號舖,$101-200,日本菜,壽司/刺身,35.0,(60 食評),1278,訂座可享主餐牌85折 (須惠顧主餐牌滿$300或以上)
Pokka Cafe,屯門屯隆街3號屯門市廣場一期上層地下UG005舖,$101-200,日本菜,咖啡店,36.0,(76 食評),571,全單85折
Monkey Cafe,灣仔皇后大道東373號英皇駿景酒店地下,$101-200,西式,酒店餐廳,4.0,(9 食評),207,「花漾 · 下午茶」85折優惠
GOCHISO,沙田沙田正街18號新城市廣場一期1樓112號舖,$101-200,意大利菜,薄餅,97.0,(161 食評),6077,訂座可享主餐牌9折
皇后泰國廚房 Queen's Kitchen,尖沙咀廣東道116-120號海威商業中心16樓,$201-400,泰國菜,私房菜,10.0,(16 食評),854,9折優惠
UME i’beriko,北角宏安道18號地下9號舖,$101-200,多國菜,多國菜,9.0,(11 食評),171,訂座可享晚市主餐牌85折
Taylor Shellfish Farms,西環西營盤高街80-86號麗賢閣地下C及D舖,$201-400,多國菜,海鮮,28.0,(43 食評),5113,訂座享生蠔88折優惠
Taylor Shellfish Farms,大坑新村街42-43號地舖,$201-400,多國菜,海鮮,20.0,(30 食評),5888,訂座享生蠔88折優惠
OZU Bar,中環荷李活道1號地下,$101-200,日本菜,酒,15.0,(19 食評),1762,Ozu japanese lunch set (8折)
The Big Bite Flame-Grill,西環加倫臺8-16號地舖,$51-100,美國菜,烤肉,19.0,(26 食評),2103,餐廳優惠月: 網上訂座以$80享Tapas 套餐
居食屋「和民」 Watami Japanese Casual Restaurant,"太子彌敦道750號始創中心地庫B01A,B10-12及B14號舖",$101-200,日本菜,壽司/刺身,77.0,(214 食評),1450,訂座可享$50現金優惠券 (須惠顧主餐牌滿$300)
居食屋「和民」 Watami Japanese Casual Restaurant,荔枝角深盛路9號宇晴軒宇晴匯商場2樓6號舖,$101-200,日本菜,壽司/刺身,8.0,(18 食評),151,訂座可享$50現金優惠券 (須惠顧主餐牌滿$300)
居食屋「和民」 Watami Japanese Casual Restaurant,"沙田第一城第一城中心1樓133,134A及136C號舖",$101-200,日本菜,拉麵,8.0,(24 食評),276,訂座可享$50現金優惠券 (須惠顧主餐牌滿$300)
NO.13 Modern Japanese Cuisine & Bar,大坑施弼街12-13號地下B舖,$201-400,日本菜,壽司/刺身,9.0,(11 食評),281,餐廳優惠月: 網上訂座以$68享Tapas 套餐
Cafe Queen,上環皇后大道中237號太興中心地下A舖,$101-200,意大利菜,麵包店,6.0,(10 食評),226,餐廳優惠月: 網上訂座指定時段以$88享Tapas 套餐
花園土耳其餐廳 Bahce Turkish Restaurant,大嶼山銀運路3號梅窩中心地下19號舖,$201-400,土耳其菜,土耳其菜,6.0,(9 食評),174,餐廳優惠月: 網上訂座以$88享Tapas 套餐
薯仔屋 Small Potato,銅鑼灣新會道4號4樓,$101-200,西式,咖啡店,152.0,(175 食評),2633,送 25里數 / 30積分
Flâneur,佐敦官涌街3-5號煒亨大廈地舖,$101-200,多國菜,多國菜,95.0,(104 食評),4137,送 25里數 / 30積分
吱吱朕 Chi Chi Cham,中環蘇豪卑利街53號地舖,$101-200,日本菜,酒吧,36.0,(78 食評),13941,送 25里數 / 30積分
HOW,觀塘觀塘巧明街99號巧明工廠大廈3樓AB座,$101-200,西式,漢堡包,55.0,(108 食評),9259,送 25里數 / 30積分
Lex Coffee,西環堅尼地城卑路乍街100號地舖,$101-200,西式,咖啡店,98.0,(139 食評),7845,送 25里數 / 30積分
潮食街 eatstreet@pentalounge,新蒲崗六合街19號香港九龍貝爾特酒店1樓,$201-400,多國菜,自助餐,63.0,(120 食評),24573,送 25里數 / 30積分
高木炭火鳥燒 Takagi Yakitori,尖沙咀棉登徑13-15號地下,$201-400,日本菜,串燒,90.0,(100 食評),3337,送 25里數 / 30積分
意粉狂熱 Pastaholic,銅鑼灣告士打道311號皇室堡2樓203-204號舖,$101-200,意大利菜,薄餅,89.0,(116 食評),2189,飲品買一送一優惠(價值$38或以下之飲品)
Woody,銅鑼灣希雲街6-8號地下,$101-200,西式,咖啡店,78.0,(94 食評),1457,訂座享7折優惠
FRITES Belgium on Tap,鰂魚涌太古坊英皇道979號濠豐大廈地下,$201-400,比利時菜,比利時菜,76.0,(113 食評),4476,$100 和牛漢堡瘋狂祭 (逢星期三)
蠔站 OS Oyster Station,尖沙咀諾士佛臺1號7樓,$201-400,西式,海鮮,50.0,(83 食評),7071,正價85折 主菜餐牌 （消費滿$500）
Apinara,金鐘金鐘道88號太古廣場2樓205號舖,$201-400,泰國菜,海鮮,53.0,(97 食評),6310,送 25里數 / 30積分
宿宿醉 Hang O Pho,中環閣麟街37號祥興商業大廈6樓,$51-100,越南菜,法國菜,57.0,(71 食評),4390,送 25里數 / 30積分
I'm Nuts,灣仔汕頭街24號意可樓地下,$101-200,西式,漢堡包,74.0,(95 食評),2413,送 25里數 / 30積分
NeNe Chicken,將軍澳重華路8號東港城2樓225號舖,$101-200,韓國菜,韓式炸雞,73.0,(93 食評),763,送 25里數 / 30積分
Le Rêve,銅鑼灣耀華街38號Zing! 10樓,$401-800,日本菜,Fine Dining,58.0,(79 食評),4383,提供網上訂座
Salt Recipes,元朗元龍街9號形點一期2樓2042號舖,$101-200,西式,西式,48.0,(93 食評),4442,送 25里數 / 30積分
英皇紅酒扒房 King's Wine & Dine,鰂魚涌英皇道668號健康村地下3號舖,$201-400,西式,酒,59.0,(82 食評),4180,送 25里數 / 30積分
ZERO,旺角亞皆老街8號朗豪坊12樓5-9號舖,$101-200,意大利菜,海鮮,39.0,(101 食評),5043,送 25里數 / 30積分
119 Italio Restaurant & Bar,太子基隆街119號地舖,$101-200,意大利菜,扒房,74.0,(92 食評),2190,送 25里數 / 30積分
鳥炎屋 Torienya,尖沙咀亞士厘道17-19號4樓,$201-400,日本菜,爐端燒,56.0,(82 食評),4345,宵夜時段5折優惠
MoMo Café,西環干諾道西167號香港萬怡酒店,$401-800,多國菜,素食,58.0,(125 食評),4121,全單6折
御花園咖啡室 Cafe Rivoli,銅鑼灣怡和街88號富豪香港酒店1樓,$201-400,西式,自助餐,57.0,(159 食評),4921,自助餐大募集
一鳴燒 Amazing BBQ,銅鑼灣軒尼詩道525號澳門逸園中心10樓,$101-200,日本菜,串燒,109.0,(126 食評),4284,正價65折 單點餐牌
Oasis Cafe & Party House,旺角亞皆老街83號先施大廈4樓406室,$51-100,西式,甜品/糖水,77.0,(108 食評),6038,正價69折 單點餐牌
火鍋煮場,深水埗福榮街14號地舖,$201-400,粵菜 (廣東),火鍋,85.0,(105 食評),5086,季節限定火鍋配料7折優惠 (須九時後入座)
add@Prince,尖沙咀廣東道23號海港城香港太子酒店3樓,$201-400,西式,自助餐,69.0,(130 食評),12285,全單7折
湯•米 Soup and Rice,旺角豉油街60-104號鴻都大廈地下AB舖,$51-100,台灣菜,火鍋,91.0,(118 食評),2489,湯米台灣夜市爆紅臭臭鍋宵夜7折優惠！
BU Healthy Dining & Gathering,尖沙咀河內道18號K11購物藝術館3樓310-311號舖,$101-200,西式,西式,20.0,(42 食評),1806,7折
蠔站 OS Plus,青衣青衣城2期2樓222號舖,$201-400,西式,海鮮,6.0,(29 食評),865,正價7折 單點餐牌
喜膳燒 Happy Q,尖沙咀寶勒巷10號地舖,$101-200,港式,串燒,87.0,(103 食評),2697,訂座享晚市指定時段食品七折
四季‧悅 日本餐廳 Shiki Etsu Japanese Restaurant,金鐘夏慤道16號遠東金融中心閣樓,$201-400,日本菜,壽司/刺身,83.0,(129 食評),4604,極尚晚市放題75折
麻浦元祖 Mapo Korean BBQ,尖沙咀亞士厘道35號九龍中心大廈地下B號舖,$101-200,韓國菜,韓燒,56.0,(71 食評),3440,全單75折
大和豚総本店 YAMATON,旺角彌敦道639號雅蘭中心1樓101-102號舖,$101-200,韓國菜,拉麵,80.0,(141 食評),4644,訂座享全單75折優惠
Pepino 意大利餐廳 Pepino Italian Restaurant,灣仔灣仔謝斐道238號香港諾富特世紀酒店1樓,$201-400,意大利菜,酒店餐廳,64.0,(90 食評),5074,Pepino 意大利餐廳 單點餐牌 75折
Gastrobox The Union,西環堅尼地城卑路乍街150號加多近山地下1號舖,$101-200,意大利菜,海鮮,20.0,(28 食評),1547,網上訂座享晚市指定時段七五折
Ent Restaurant and Bar,大埔汀角路龍尾村20號A地舖,$101-200,西式,素食,24.0,(39 食評),2323,訂座享食品及飲品75折優惠
萬豪中菜廳 Man Ho Chinese Restaurant,赤鱲角香港大嶼山香港國際機場航天城東路1號香港天際萬豪酒店M樓,$201-400,粵菜 (廣東),酒店餐廳,34.0,(69 食評),833,訂座享75折優惠
天翔吧 Velocity Bar & Grill,赤鱲角香港國際機場航天城東路1號香港天際萬豪酒店M樓,$101-200,美國菜,酒吧,4.0,(8 食評),142,訂座享75折優惠
滿堂紅頂級雞煲火鍋 Mantanghong Supreme Hotpot,油麻地上海街375-379號明新大廈1樓及2樓全層地下5-7號舖,$101-200,川菜 (四川),火鍋,55.0,(89 食評),5201,<10:30pm後入座>正價78折•全日免收加一服務費
滿堂紅雞煲烤魚特式火鍋,深水埗青山道29-33號永勝大廈地下,$101-200,粵菜 (廣東),火鍋,41.0,(63 食評),3351,"<10:30pm後入座>折實每位$138（星期五,六,假期前夕及假期$148）"
Olive Cafe,大埔安邦路9號大埔超級城A區地下012A舖,$101-200,西式,包場派對,90.0,(137 食評),2374,訂座可享單點食品八折優惠
Orange Tree,中環蘭桂坊15-16號協興大廈5樓,$201-400,荷蘭菜,荷蘭菜,26.0,(33 食評),4062,訂座可享單點餐牌8折優惠（不包含飲料）
城市匯 Urban Park,中環德輔道中173號南豐大廈2樓3-5號店,$201-400,西式,扒房,35.0,(59 食評),3363,星期一至星期日下午六時後之訂座可享8折優惠
碗屋 Wanya Japanese Restaurant,中環皇后大道中139號 The L. Place 1樓,$401-800,日本菜,日式放題,19.0,(36 食評),7920,訂座享任食放題8折
瀛豐放題料理專門店,銅鑼灣駱克道491-499號京都廣場10樓,$101-200,泰國菜,壽司/刺身,57.0,(104 食評),4181,訂座享八折優惠(原價加一)
丼吉日本吉列專門店餐廳 Tonkichi Tonkatsu Seafood,尖沙咀廣東道100號彩星集團大廈10樓全層,$201-400,日本菜,同客食飯,208.0,(281 食評),4975,晚巿八折優惠
September,中環威靈頓街108-110號地舖,$101-200,法國菜,甜品/糖水,10.0,(17 食評),930,搶閘優惠
Papa Joe,尖沙咀諾士佛臺1號8樓,$201-400,多國菜,沙律,9.0,(15 食評),1230,全單8折
湯•米 Soup And Rice,將軍澳唐賢街23號帝景灣商場1樓40號舖,$51-100,台灣菜,粉麵/米線,21.0,(38 食評),1880,湯米台灣夜市爆紅臭臭鍋宵夜8折優惠！
心越 Le Viet’s,元朗錦田高埔村108號天空之城第10座地下,$51-100,越南菜,泰國菜,1.0,(1 食評),19,星期一至五訂座可享8折優惠 (只收現金)
A La Umai,天后電氣道108號冠貿商業大廈25樓,$401-800,法國菜,酒,172.0,(228 食評),7728,全單8折
The Hideout Coffee House,西環西營盤第三街63號地下B舖,$51-100,西式,三文治,25.0,(44 食評),5298,訂座享晚市指定時段8折
Jashan Indian Cuisine,中環蘇豪荷李活道23號金珀苑1樓,$101-200,印度菜,咖喱,60.0,(92 食評),2042,正價8折 單點餐牌
Jo Jo Indian Cuisine,灣仔駱克道37-39號得利樓2樓,$101-200,印度菜,咖喱,15.0,(27 食評),834,正價8折 單點餐牌
Phytofiz Bar,旺角登打士街56號家樂坊19樓1906室,$50以下,港式,甜品/糖水,4.0,(4 食評),183,訂座享指定時段8折
Bacco,西貢萬年街21號地下,$51-100,印度菜,酒吧,5.0,(6 食評),93,全單8折
泰國椰菜苗,大埔大埔南盛街15號地舖,$101-200,泰國菜,火鍋,2.0,(7 食評),189,訂座享晚市指定時段8折
701 Place,元朗大棠道水蕉新村701號地舖,$101-200,多國菜,多國菜,1.0,(4 食評),271,訂座享晚市指定時段8折
天天海南雞飯 Tian Tian Hainanese Chicken Rice,銅鑼灣Fashion Walk京士頓街9號H2舖,$101-200,新加坡菜,新加坡菜,70.0,(150 食評),4960,全單85折
California Pizza Kitchen,紅磡黃埔新天地美食坊(第8期)3樓302號舖,$101-200,美國菜,薄餅,33.0,(49 食評),3980,星期一至五晚市，網上訂座可享主餐牌八五折優惠
California Pizza Kitchen,將軍澳唐賢街9號PopCorn商場1樓F10號舖,$101-200,美國菜,薄餅,39.0,(73 食評),2543,星期一至五晚市，網上訂座可享主餐牌八五折優惠
California Pizza Kitchen,九龍灣宏照道38號MegaBox11樓10號舖,$101-200,美國菜,薄餅,131.0,(208 食評),2958,星期一至五晚市，網上訂座可享主餐牌八五折優惠
泰皇閣泰國菜館 Thai Palace Restaurant,九龍城衙前塱道15號地舖,$101-200,泰國菜,酒,48.0,(57 食評),534,全單85折
La Cantoche,上環華里5號地下/荷李活道227號,$201-400,法國菜,法國菜,25.0,(35 食評),4173,全單85折
California Pizza Kitchen,新蒲崗太子道東638號Mikiki地下G12號舖,$101-200,美國菜,薄餅,27.0,(42 食評),1642,星期一至五晚市，網上訂座可享主餐牌八五折優惠
饗和民 KYO Watami,尖沙咀廣東道28號新太陽廣場B09號舖,$101-200,日本菜,壽司/刺身,16.0,(36 食評),1048,訂座可享主餐牌85折 (須惠顧主餐牌滿$300或以上)
GOCHISO,尖沙咀河內道18號K11購物藝術館2樓219-220舖,$101-200,意大利菜,薄餅,72.0,(144 食評),6956,訂座可享主餐牌9折
琛夜食堂,尖沙咀厚福街12號藍馬商業大廈5樓,$101-200,日本菜,烤肉,51.0,(63 食評),2156,正價9折 主菜餐牌 食品九折(特價品及飲料除外)
熊小館 Cafe MED,荃灣青山公路荃灣段398號愉景新城2樓2029號舖,$51-100,西式,咖啡店,67.0,(115 食評),3798,訂座及惠顧意粉類享九折或生日優惠
Ilis,尖沙咀山林道13-15號地下A1-A2號舖,$101-200,西式,All Day Breakfast,65.0,(75 食評),1996,全單9折
紅蔥頭 Cafe MED,旺角亞皆老街8號朗豪坊11樓25-29號舖,$51-100,西式,西式,113.0,(231 食評),3712,訂座及惠顧飯類享九折或生日優惠
夏娃 Eve Bistro,北角和富道118號康華大廈地下C1號舖,$101-200,德國菜,扒房,45.0,(65 食評),1247,晚上6點至8點入座，可享用全單9折優惠
小曼谷泰國美食 Mini Bangkok Thai Food,元朗教育路50號兆明樓地下A號舖,$101-200,泰國菜,泰國菜,43.0,(48 食評),624,全單9折
52 赫茲 52 Hertz,筲箕灣筲箕灣東大街4-10號東寶大廈地下3D舖,$101-200,意大利菜,薄餅,19.0,(22 食評),611,全單9折
霸王山莊 Kings' Lodge,大角咀海泓道1號奧海城三期UG98號舖,$51-100,京川滬,中式包點,36.0,(75 食評),2034,訂座享9折優惠
嚐聚素食 Tasty Veggie,尖沙咀海防道38-40號中達大廈7樓全層,$101-200,多國菜,素食,10.0,(14 食評),688,全單9折
安柏娃 Amphawa,佐敦吳松街102號地下,$51-100,泰國菜,海鮮,5.0,(9 食評),667,OpenRice會員經由 OpenRice綱上訂座可享9折优惠
Burgerism,紅磡必嘉街103-105號寶石戲院大廈地下L舖,$101-200,西式,漢堡包,6.0,(10 食評),281,訂座享9折優惠
燒邦特色燒烤 Pong Seafood & Grill,天后電氣道74-78號金基大廈地下3B舖,$101-200,港式,串燒,2.0,(3 食評),40,全單9折
有米鍋粥底海鮮火鍋 Rich Pot,九龍城侯王道61-63號地舖,$101-200,粵菜 (廣東),火鍋,8.0,(24 食評),1851,憑優惠券即減$50
Darci by Aldou,元朗鳳攸南街9號好順利大廈地下60號,$101-200,多國菜,海鮮,176.0,(207 食評),5614,訂座送即開生蠔
鮮一夜火鍋 One Night Pot,荃灣眾安街55號大鴻輝中心21樓B室,$201-400,港式,火鍋,83.0,(95 食評),3502,一夜皇御套餐   鮮味之選蒸鮮餐
莱茵河餐廳 Rhine River Restaurant & Bar,荃灣大壩街71號德仁樓第16期地下7號舖,$51-100,意大利菜,西式,86.0,(123 食評),3431,正價15折 主菜餐牌 惠顧二人套餐可享有八五折
海鍋手工涮涮鍋 Ocean Hot-Pot,尖沙咀加拿芬道16號金輝大廈2樓,$201-400,粵菜 (廣東),火鍋,69.0,(85 食評),3064,全日火鍋配料散點85折優惠
蠔門宴 Oyster Paradise,九龍城城南道72-74號地下,$201-400,日本菜,壽司/刺身,99.0,(110 食評),3247,雙重優惠：生蠔半價+全單85折
Oyster Season,元朗元朗馬田路38號怡豐花園A座地下67號舖,$201-400,秘魯菜,海鮮,55.0,(58 食評),1358,星期一至四訂座及惠顧海鮮類食品送指定紅白酒一支
Shoreditch,西環堅尼地城吉席街18號地舖,$201-400,英國菜,扒房,36.0,(58 食評),5134,訂座可半價享用Love Lobster
FRITES Belgium on Tap,灣仔港灣道28號Brim 28灣景中心1樓6號舖,$201-400,比利時菜,西餐廳,42.0,(68 食評),4030,訂座75折優惠 (適用於2:30 – 4:45pm)
辣蟹舫 Spicy Crab Kingdom,長沙灣順寧道483號順景華庭1樓,$101-200,粵菜 (廣東),海鮮,40.0,(64 食評),3915,訂座享有$399避風塘炒蟹1斤2兩重（原價$588）真材實料！！！
Bierhof,太子界限街44號地下,$51-100,德國菜,西餐廳,51.0,(63 食評),1300,餐廳優惠月: 網上訂座以$88享Tapas 套餐
紫粵軒 Tze Yuet Heen,將軍澳唐德街3號香港九龍東皇冠假日酒店2樓,$201-400,粵菜 (廣東),火鍋,50.0,(82 食評),3878,星期一至五訂座及惠顧午市及晚市自選菜譜8折
樂雅軒中菜廳 The Balcony,油麻地窩打老道23號城景國際1樓,$201-400,粵菜 (廣東),中菜館,42.0,(63 食評),2496,惠顧午市享85折 當月生日獲贈賀壽蟠桃
Enjoy Chef,荔枝角長沙灣道883號億利工業中心7樓704室,$101-200,西式,多國菜,37.0,(61 食評),3696,訂座可享晚巿廚師推介餐牌七折優惠
小城鎮 Little Town,北角明園西街2-6號明苑中心地舖,$51-100,西式,薄餅,90.0,(93 食評),660,限時優惠消費滿$600即送香烤德式豬手一客(原價$178)
